evidence_id,feedback_id,evidence_type,evidence_text,confidence,domain
RCA_TEXT_BFB-00014,BFB-00014,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自设计阶段实体 BDES-00017 的风险累积。,0.7751,bearing
EVO_TEXT_BFB-00014,BFB-00014,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7751,bearing
RCA_TEXT_BFB-00015,BFB-00015,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00131 的风险累积。,0.615,bearing
EVO_TEXT_BFB-00015,BFB-00015,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.615,bearing
RCA_TEXT_BFB-00016,BFB-00016,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8407,bearing
EVO_TEXT_BFB-00016,BFB-00016,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8407,bearing
RCA_TEXT_BFB-00017,BFB-00017,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.6729,bearing
EVO_TEXT_BFB-00017,BFB-00017,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6729,bearing
RCA_TEXT_BFB-00018,BFB-00018,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.6535,bearing
EVO_TEXT_BFB-00018,BFB-00018,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6535,bearing
RCA_TEXT_BFB-00019,BFB-00019,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00309 的风险累积。,0.7147,bearing
EVO_TEXT_BFB-00019,BFB-00019,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7147,bearing
RCA_TEXT_BFB-00020,BFB-00020,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8386,bearing
EVO_TEXT_BFB-00020,BFB-00020,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8386,bearing
RCA_TEXT_BFB-00021,BFB-00021,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.6458,bearing
EVO_TEXT_BFB-00021,BFB-00021,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6458,bearing
RCA_TEXT_BFB-00022,BFB-00022,rca_text,结合振动、峭度和温升特征，滚动体故障与检测阶段异常高度一致，优先追溯到 BINSP-00022。,0.6645,bearing
EVO_TEXT_BFB-00022,BFB-00022,fault_evolution_text,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6645,bearing
RCA_TEXT_BFB-00023,BFB-00023,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.7153,bearing
EVO_TEXT_BFB-00023,BFB-00023,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.7153,bearing
RCA_TEXT_BFB-00024,BFB-00024,rca_text,该样本的生命周期风险在设计阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,0.7263,bearing
EVO_TEXT_BFB-00024,BFB-00024,fault_evolution_text,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7263,bearing
RCA_TEXT_BFB-00025,BFB-00025,rca_text,诊断结果显示轴承出现中等滚动体故障，根因更可能来自装配阶段实体 BASM-00025 的风险累积。,0.6683,bearing
EVO_TEXT_BFB-00025,BFB-00025,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6683,bearing
RCA_TEXT_BFB-00026,BFB-00026,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自制造阶段实体 BMAN-00319 的风险累积。,0.6733,bearing
EVO_TEXT_BFB-00026,BFB-00026,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6733,bearing
RCA_TEXT_BFB-00027,BFB-00027,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自运维阶段实体 BOPR-00027 的风险累积。,0.7098,bearing
EVO_TEXT_BFB-00027,BFB-00027,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7098,bearing
RCA_TEXT_BFB-00028,BFB-00028,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,0.5854,bearing
EVO_TEXT_BFB-00028,BFB-00028,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.5854,bearing
RCA_TEXT_BFB-00029,BFB-00029,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00663。,0.7865,bearing
EVO_TEXT_BFB-00029,BFB-00029,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7865,bearing
RCA_TEXT_BFB-00030,BFB-00030,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自装配阶段实体 BASM-00030 的风险累积。,0.786,bearing
EVO_TEXT_BFB-00030,BFB-00030,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.786,bearing
RCA_TEXT_BFB-00031,BFB-00031,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.6737,bearing
EVO_TEXT_BFB-00031,BFB-00031,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6737,bearing
RCA_TEXT_BFB-00032,BFB-00032,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.7078,bearing
EVO_TEXT_BFB-00032,BFB-00032,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7078,bearing
RCA_TEXT_BFB-00033,BFB-00033,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前严重内圈故障的主要失效模式。,0.7296,bearing
EVO_TEXT_BFB-00033,BFB-00033,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7296,bearing
RCA_TEXT_BFB-00034,BFB-00034,rca_text,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00034。,0.7126,bearing
EVO_TEXT_BFB-00034,BFB-00034,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7126,bearing
RCA_TEXT_BFB-00035,BFB-00035,rca_text,该样本的生命周期风险在运维阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,0.6466,bearing
EVO_TEXT_BFB-00035,BFB-00035,fault_evolution_text,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6466,bearing
RCA_TEXT_BFB-00036,BFB-00036,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8829,bearing
EVO_TEXT_BFB-00036,BFB-00036,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8829,bearing
RCA_TEXT_BFB-00037,BFB-00037,rca_text,诊断结果显示轴承出现轻微内圈故障，根因更可能来自材料阶段实体 BMAT-00378 的风险累积。,0.6603,bearing
EVO_TEXT_BFB-00037,BFB-00037,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6603,bearing
RCA_TEXT_BFB-00038,BFB-00038,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8137,bearing
EVO_TEXT_BFB-00038,BFB-00038,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8137,bearing
RCA_TEXT_BFB-00039,BFB-00039,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自运维阶段实体 BOPR-00039 的风险累积。,0.7318,bearing
EVO_TEXT_BFB-00039,BFB-00039,fault_evolution_text,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7318,bearing
RCA_TEXT_BFB-00040,BFB-00040,rca_text,结合振动、峭度和温升特征，外圈故障与设计阶段异常高度一致，优先追溯到 BDES-00019。,0.7056,bearing
EVO_TEXT_BFB-00040,BFB-00040,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7056,bearing
RCA_TEXT_BFB-00041,BFB-00041,rca_text,诊断结果显示轴承出现轻微内圈故障，根因更可能来自制造阶段实体 BMAN-01046 的风险累积。,0.6862,bearing
EVO_TEXT_BFB-00041,BFB-00041,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6862,bearing
RCA_TEXT_BFB-00042,BFB-00042,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.6938,bearing
EVO_TEXT_BFB-00042,BFB-00042,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6938,bearing
RCA_TEXT_BFB-00043,BFB-00043,rca_text,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00119。,0.5859,bearing
EVO_TEXT_BFB-00043,BFB-00043,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.5859,bearing
RCA_TEXT_BFB-00044,BFB-00044,rca_text,结合振动、峭度和温升特征，内圈故障与设计阶段异常高度一致，优先追溯到 BDES-00028。,0.6462,bearing
EVO_TEXT_BFB-00044,BFB-00044,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.6462,bearing
RCA_TEXT_BFB-00045,BFB-00045,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.693,bearing
EVO_TEXT_BFB-00045,BFB-00045,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.693,bearing
RCA_TEXT_BFB-00046,BFB-00046,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,0.6237,bearing
EVO_TEXT_BFB-00046,BFB-00046,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6237,bearing
RCA_TEXT_BFB-00047,BFB-00047,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.634,bearing
EVO_TEXT_BFB-00047,BFB-00047,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.634,bearing
RCA_TEXT_BFB-00048,BFB-00048,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,0.6258,bearing
EVO_TEXT_BFB-00048,BFB-00048,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6258,bearing
RCA_TEXT_BFB-00049,BFB-00049,rca_text,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00836。,0.6141,bearing
EVO_TEXT_BFB-00049,BFB-00049,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6141,bearing
RCA_TEXT_BFB-00050,BFB-00050,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.7154,bearing
EVO_TEXT_BFB-00050,BFB-00050,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7154,bearing
RCA_TEXT_BFB-00051,BFB-00051,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自设计阶段实体 BDES-00641 的风险累积。,0.6121,bearing
EVO_TEXT_BFB-00051,BFB-00051,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.6121,bearing
RCA_TEXT_BFB-00052,BFB-00052,rca_text,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00052。,0.7262,bearing
EVO_TEXT_BFB-00052,BFB-00052,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7262,bearing
RCA_TEXT_BFB-00053,BFB-00053,rca_text,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00218。,0.6463,bearing
EVO_TEXT_BFB-00053,BFB-00053,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6463,bearing
RCA_TEXT_BFB-00054,BFB-00054,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自制造阶段实体 BMAN-00615 的风险累积。,0.7544,bearing
EVO_TEXT_BFB-00054,BFB-00054,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.7544,bearing
RCA_TEXT_BFB-00055,BFB-00055,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-00055 的风险累积。,0.7411,bearing
EVO_TEXT_BFB-00055,BFB-00055,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7411,bearing
RCA_TEXT_BFB-00056,BFB-00056,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00471。,0.6994,bearing
EVO_TEXT_BFB-00056,BFB-00056,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6994,bearing
RCA_TEXT_BFB-00057,BFB-00057,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,0.6327,bearing
EVO_TEXT_BFB-00057,BFB-00057,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6327,bearing
RCA_TEXT_BFB-00058,BFB-00058,rca_text,该样本的生命周期风险在设计阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.6989,bearing
EVO_TEXT_BFB-00058,BFB-00058,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6989,bearing
RCA_TEXT_BFB-00059,BFB-00059,rca_text,结合振动、峭度和温升特征，滚动体故障与运维阶段异常高度一致，优先追溯到 BOPR-00059。,0.6773,bearing
EVO_TEXT_BFB-00059,BFB-00059,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6773,bearing
RCA_TEXT_BFB-00060,BFB-00060,rca_text,该样本的生命周期风险在设计阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.7411,bearing
EVO_TEXT_BFB-00060,BFB-00060,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7411,bearing
RCA_TEXT_BFB-00061,BFB-00061,rca_text,结合振动、峭度和温升特征，滚动体故障与运维阶段异常高度一致，优先追溯到 BOPR-00061。,0.6685,bearing
EVO_TEXT_BFB-00061,BFB-00061,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6685,bearing
RCA_TEXT_BFB-00062,BFB-00062,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,0.6871,bearing
EVO_TEXT_BFB-00062,BFB-00062,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6871,bearing
RCA_TEXT_BFB-00063,BFB-00063,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自制造阶段实体 BMAN-00457 的风险累积。,0.7728,bearing
EVO_TEXT_BFB-00063,BFB-00063,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7728,bearing
RCA_TEXT_BFB-00064,BFB-00064,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.7293,bearing
EVO_TEXT_BFB-00064,BFB-00064,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7293,bearing
RCA_TEXT_BFB-00065,BFB-00065,rca_text,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-00065。,0.6124,bearing
EVO_TEXT_BFB-00065,BFB-00065,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6124,bearing
RCA_TEXT_BFB-00066,BFB-00066,rca_text,诊断结果显示轴承出现严重内圈故障，根因更可能来自设计阶段实体 BDES-00624 的风险累积。,0.6314,bearing
EVO_TEXT_BFB-00066,BFB-00066,fault_evolution_text,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6314,bearing
RCA_TEXT_BFB-00067,BFB-00067,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00647。,0.5977,bearing
EVO_TEXT_BFB-00067,BFB-00067,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5977,bearing
RCA_TEXT_BFB-00068,BFB-00068,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8447,bearing
EVO_TEXT_BFB-00068,BFB-00068,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8447,bearing
RCA_TEXT_BFB-00069,BFB-00069,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.623,bearing
EVO_TEXT_BFB-00069,BFB-00069,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.623,bearing
RCA_TEXT_BFB-00070,BFB-00070,rca_text,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自材料阶段实体 BMAT-00088 的风险累积。,0.6772,bearing
EVO_TEXT_BFB-00070,BFB-00070,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6772,bearing
RCA_TEXT_BFB-00071,BFB-00071,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00403 的风险累积。,0.6677,bearing
EVO_TEXT_BFB-00071,BFB-00071,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6677,bearing
RCA_TEXT_BFB-00072,BFB-00072,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.6766,bearing
EVO_TEXT_BFB-00072,BFB-00072,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6766,bearing
RCA_TEXT_BFB-00073,BFB-00073,rca_text,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00469。,0.7104,bearing
EVO_TEXT_BFB-00073,BFB-00073,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7104,bearing
RCA_TEXT_BFB-00074,BFB-00074,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8606,bearing
EVO_TEXT_BFB-00074,BFB-00074,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8606,bearing
RCA_TEXT_BFB-00075,BFB-00075,rca_text,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-00075 的风险累积。,0.6247,bearing
EVO_TEXT_BFB-00075,BFB-00075,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6247,bearing
RCA_TEXT_BFB-00076,BFB-00076,rca_text,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-00076。,0.67,bearing
EVO_TEXT_BFB-00076,BFB-00076,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.67,bearing
RCA_TEXT_BFB-00077,BFB-00077,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自装配阶段实体 BASM-00077 的风险累积。,0.7088,bearing
EVO_TEXT_BFB-00077,BFB-00077,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7088,bearing
RCA_TEXT_BFB-00078,BFB-00078,rca_text,诊断结果显示轴承出现中等滚动体故障，根因更可能来自制造阶段实体 BMAN-00063 的风险累积。,0.6837,bearing
EVO_TEXT_BFB-00078,BFB-00078,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6837,bearing
RCA_TEXT_BFB-00079,BFB-00079,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.7125,bearing
EVO_TEXT_BFB-00079,BFB-00079,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7125,bearing
RCA_TEXT_BFB-00080,BFB-00080,rca_text,该样本的生命周期风险在设计阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.719,bearing
EVO_TEXT_BFB-00080,BFB-00080,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.719,bearing
RCA_TEXT_BFB-00081,BFB-00081,rca_text,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-01184。,0.5844,bearing
EVO_TEXT_BFB-00081,BFB-00081,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.5844,bearing
RCA_TEXT_BFB-00082,BFB-00082,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.893,bearing
EVO_TEXT_BFB-00082,BFB-00082,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.893,bearing
RCA_TEXT_BFB-00083,BFB-00083,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00572 的风险累积。,0.6593,bearing
EVO_TEXT_BFB-00083,BFB-00083,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6593,bearing
RCA_TEXT_BFB-00084,BFB-00084,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.6286,bearing
EVO_TEXT_BFB-00084,BFB-00084,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6286,bearing
RCA_TEXT_BFB-00085,BFB-00085,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.7897,bearing
EVO_TEXT_BFB-00085,BFB-00085,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7897,bearing
RCA_TEXT_BFB-00086,BFB-00086,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自材料阶段实体 BMAT-00465 的风险累积。,0.7412,bearing
EVO_TEXT_BFB-00086,BFB-00086,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.7412,bearing
RCA_TEXT_BFB-00087,BFB-00087,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自材料阶段实体 BMAT-00090 的风险累积。,0.6349,bearing
